,PtxID,TrialNum,height,tempos,TargetID,TargetLateral,TargetVertical,MaxVel_Real,MaxVel_Virt,Lag,PathOffset,PathOffsetNoLag,EndError,EndError_cleaned,PathOffset_cleaned,PathOffsetNoLag_cleaned
511,Poppy,13,low,120,row_A3,center,far,0.8091577693033984,0.9202078048209312,13.7,1.51,3.42,1.29,0.8638446886526285,0.9639582257909707,2.731150857070683
512,Poppy,14,low,120,row_A6,right,far,1.845710804610094,2.280505546606308,30.4,4.19,6.17,2.79,1.425202888359136,1.7900795611048603,4.508889306285956
513,Poppy,15,low,120,row_B6,right,middle,1.9269351229068707,2.3592574891839218,30.8,5.18,7.12,5.45,2.0491378068116983,1.9977234602064398,5.080324083621779
514,Poppy,16,low,120,row_C5,right,close,1.5702319205935464,2.2312164346420853,29.6,2.56,5.49,0.8,0.605404816140187,1.3538982996335291,4.088201584267996
516,Poppy,18,low,120,row_B5,right,middle,3.062560009308568,3.7515025489833187,15.2,3.34,4.48,2.01,1.16494658205619,1.5810776346869804,3.442225012549485
517,Poppy,19,low,120,row_A4,center,far,0.9325020328497096,1.4879630777752209,82.2,1.91,12.84,0.88,0.6516229549163888,1.1272872353823438,8.233997770938773
518,Poppy,20,low,120,row_C4,center,close,1.628310194640835,2.030150455613278,55.6,2.89,10.52,1.67,1.0319205670646547,1.4549964816158734,7.004017865804339
520,Poppy,22,low,120,row_B2,left,middle,0.8969233629907029,1.1959970974042329,0.0,2.14,2.14,1.52,0.9683185250667603,1.2122549602304722,1.811777631267418
521,Poppy,23,low,120,row_B3,center,middle,1.2142092339853927,1.2580428607010936,41.4,1.38,7.28,0.82,0.6171300916569122,0.9058041873472433,5.17487563795039
522,Poppy,24,low,120,row_C1,left,close,1.2099709336747768,1.6821638991054908,18.8,4.86,6.96,5.13,1.9879810414058685,1.9341024449155775,4.985305574902534
523,Poppy,25,low,120,row_C6,right,close,2.1734274826017583,2.6320890267509984,16.2,4.47,5.55,5.46,2.051004588156917,1.8521934846036325,4.125749845469389
524,Poppy,26,low,120,row_C3,center,close,1.3697252861554496,1.479985972644261,29.6,2.22,6.17,1.41,0.9194736405948101,1.240498892673112,4.508889306285956
525,Poppy,27,low,120,row_A2,left,far,1.6222520084246272,2.3472911903683893,43.5,3.24,9.93,2.47,1.3248627533924862,1.55411233499692,6.681672782367275
526,Poppy,28,low,120,row_B4,center,middle,1.1765177939909264,1.5040934050335293,43.5,1.76,6.78,0.52,0.4275998895770594,1.068554510089963,4.877836928145505
527,Poppy,29,low,120,row_A5,right,far,1.567942606255208,2.1171860996917466,29.0,2.18,5.04,1.28,0.8590913034630465,1.226456864312595,3.8037479856437226
528,Poppy,30,low,120,row_A1,left,far,1.223292464133251,1.6412900902400855,32.0,7.07,11.53,7.02,2.3145185373613852,2.3221744638721242,7.546443267579523
529,Poppy,31,low,120,row_A3,center,far,0.7271904248030076,1.1516437360747838,39.9,1.97,7.82,1.36,0.8966048046108566,1.1500199626364438,5.490684851125239
530,Poppy,32,low,120,row_A6,right,far,2.10934920134891,2.9105128692158493,30.0,4.04,6.3,4.68,1.896928008769756,1.7555527238117707,4.588155050993355
531,Poppy,33,low,120,row_B6,right,middle,2.035416708046069,2.480352563184082,31.8,4.71,6.54,4.57,1.8736848983748167,1.9031967126876048,4.733572386258776
532,Poppy,34,low,120,row_C5,right,close,2.116862840338191,2.640215495243937,15.4,1.92,3.29,0.26,0.23380304557162335,1.1311051451578802,2.6411593858889097
533,Poppy,35,low,120,row_B1,left,middle,1.4570914108555582,2.0182989195166385,31.6,4.66,9.1,5.4,2.0397646461855357,1.8927322971779637,6.22071513364063
534,Poppy,36,low,120,row_B5,right,middle,1.7599232513624168,1.8629933251549675,46.8,3.5,7.42,3.22,1.5486506788213772,1.623080652394242,5.257234057984924
535,Poppy,37,low,120,row_A4,center,far,1.116500447979806,1.507032870790636,44.7,1.64,6.98,0.54,0.4412398463969702,1.0194620275875477,4.997208822049014
536,Poppy,38,low,120,row_C4,center,close,2.0230489129367433,1.751678798559525,30.0,2.72,6.25,1.71,1.0483374152287972,1.4039234654141408,4.557710328341201
537,Poppy,39,low,120,row_C2,left,close,1.4816997095307127,2.256894485301122,30.4,4.61,9.09,3.57,1.641035670622828,1.8821843508259306,6.215104997185285
538,Poppy,40,low,120,row_B2,left,middle,1.231929830005648,1.4686130181064414,15.2,2.18,4.17,1.62,1.0110853536376685,1.226456864312595,3.2381447702384194
539,Poppy,41,low,120,row_B3,center,middle,0.9072011451364402,0.9925166528604707,44.1,1.82,7.62,1.17,0.8055275107120075,1.0923843858945115,5.374298018516206
540,Poppy,42,low,120,row_C1,left,close,2.302024367734872,2.6796671556541867,17.5,4.35,6.61,4.04,1.7555527238117707,1.8259320206363738,4.775766596608197
541,Poppy,43,low,120,row_C6,right,close,1.9114191902150768,2.2401010613048458,47.4,3.81,7.75,2.66,1.385395159938556,1.7007717527965704,5.450025264629225
542,Poppy,44,low,120,row_C3,center,close,1.455996891087481,1.6811170886936655,15.8,1.69,3.66,0.97,0.701548464105739,1.0401564545400377,2.8955740528539624
543,Poppy,45,low,120,row_A2,left,far,1.0334691206935618,1.3223391525286263,16.2,3.86,5.9,3.25,1.556834473676476,1.7128781936037352,4.343100169877077
544,Poppy,46,low,120,row_B4,center,middle,1.7131799818830225,2.1302413371147195,29.0,1.3,4.6,0.28,0.24993230105207598,0.8685794289921267,3.5204429677232896
545,Poppy,47,low,120,row_A5,right,far,1.9077413741056013,2.812997650736061,29.4,2.15,4.85,0.62,0.49425230664365216,1.215820635000311,3.682067365981874
546,Poppy,48,low,120,row_A1,left,far,1.5429403173016456,2.511914354943316,50.7,4.0,10.5,1.35,0.891978771492421,1.7461894308801895,6.9931595821712
547,Poppy,49,low,120,row_A3,center,far,0.8627020282005128,0.9498664118363545,42.3,1.66,7.54,1.21,0.8252822185566067,1.0277817813286005,5.327554795252496
548,Poppy,50,low,120,row_A6,right,far,2.373856777925913,3.261012628446522,30.8,3.75,5.86,2.09,1.19427181170775,1.6860936130231474,4.318402096707558
549,Poppy,51,low,120,row_B6,right,middle,2.6547622733848995,2.9481079661916256,15.4,4.99,5.78,3.69,1.671247647354781,1.9603167729791338,4.268897597507832
550,Poppy,52,low,120,row_C5,right,close,1.5612927318894907,1.96639356391022,54.6,2.47,7.0,0.4,0.34219694129380196,1.3248627533924862,5.009104613347845
551,Poppy,53,low,120,row_B1,left,middle,1.4963022021111434,2.3155525645315174,14.8,3.39,5.49,2.81,1.4312177496413514,1.5943512198714416,4.088201584267996
552,Poppy,54,low,120,row_B5,right,middle,1.9056318297809645,2.2213605957706823,31.6,2.77,5.46,1.88,1.115762237178446,1.4191593923164247,4.069394934670754
553,Poppy,55,low,120,row_A4,center,far,0.888028988610723,1.6419573511067873,41.7,1.29,6.58,0.41,0.3495605868473284,0.8638446886526285,4.757695296493584
554,Poppy,56,low,120,row_C4,center,close,1.298640247531509,1.8232614321932643,27.8,2.35,5.89,0.84,0.6287399711229935,1.2850758050781375,4.336929015024796
555,Poppy,57,low,120,row_C2,left,close,1.5801343134552033,3.0715461596871827,31.2,6.29,10.97,6.35,2.2075562445114616,2.1975540946693473,7.24710252997678
556,Poppy,58,low,120,row_B2,left,middle,0.9185032243653988,0.9957626648266042,0.0,2.22,2.22,1.86,1.1080187284666732,1.240498892673112,1.8716859023215555
557,Poppy,59,low,120,row_B3,center,middle,0.7300839155835304,0.9750329959565058,61.2,1.46,9.6,0.92,0.6740718756091502,0.9419193834360873,6.499486469831794
558,Poppy,60,low,120,row_C1,left,close,2.140714099542877,2.2623746244590675,15.9,4.87,7.03,5.85,2.121854230097324,1.9361374189640745,5.026934371497887
560,Poppy,62,low,120,row_C3,center,close,1.1563400658783705,1.6346370119978877,16.4,1.79,3.76,0.57,0.46140378741724497,1.0805271020786034,2.963454910746077
561,Poppy,63,low,120,row_A2,left,far,1.5024046473496968,2.7207424310917165,32.4,4.41,8.97,3.7,1.6737338017942327,1.839128286327758,6.147674428521074
562,Poppy,64,low,120,row_B4,center,middle,1.3455310806608232,2.0103146670873886,30.2,1.52,4.81,0.12,0.11397328761565628,0.9683185250667603,3.656325316615266
563,Poppy,65,low,120,row_A5,right,far,1.2964736522065778,2.0100605023404,28.6,1.87,4.51,0.57,0.46140378741724497,1.1118965535303782,3.4618193010904785
564,Poppy,66,low,120,row_A1,left,far,1.4483157901472532,2.1022910753159048,33.4,4.84,9.08,3.8,1.6983368811009347,1.9300231032814086,6.209493470533567
565,Poppy,67,low,120,row_A3,center,far,1.0347803639889466,0.970024019602682,28.2,1.57,5.43,1.38,0.9058041873472433,0.9898891605757609,4.050566437959966
566,Poppy,68,low,120,row_A6,right,far,1.6788276047107913,1.5780421782457803,34.6,2.98,4.94,1.84,1.1002263301204773,1.4812270942675676,3.739826792849037
567,Poppy,69,low,120,row_B6,right,middle,1.838398494577066,2.441759457209308,17.6,5.49,6.25,5.97,2.142924026339097,2.0565893688483894,4.557710328341201
568,Poppy,70,low,120,row_C5,right,close,1.8702277992919745,3.0251314009234935,16.0,2.1,3.6,0.66,0.5198805557704511,1.1978892883451464,2.854670884256078
570,Katrina,0,low,120,row_B4,center,middle,0.6379183833757732,0.6837229117947128,34.2,2.71,4.53,2.35,1.2850758050781375,1.4008541799124696,3.4748673417232427
571,Katrina,1,low,120,row_C1,left,close,0.6247370715464788,0.8096541485474106,0.0,2.86,2.86,2.2,1.2334976252295826,1.4461314850183515,2.3384683373924724
572,Katrina,2,low,120,row_A4,center,far,0.4886233079000782,0.7384149253082506,33.4,1.94,6.21,1.15,0.7955269518001096,1.138705792441983,4.533316745640893
573,Katrina,3,low,120,row_A5,right,far,0.5666656407620196,0.6046810352227223,0.0,2.47,2.47,2.01,1.16494658205619,1.3248627533924862,2.0565585156234807
574,Katrina,4,low,120,row_A3,center,far,0.3550655571292773,0.6029290283847424,45.6,1.84,8.42,1.09,0.7650147348771719,1.1002263301204773,5.835969305379927
575,Katrina,5,low,120,row_A1,left,far,0.783557665230621,0.9272667367709015,21.9,4.03,6.16,3.89,1.7200883596850858,1.7532181877083008,4.502777128722606
576,Katrina,6,low,120,row_C6,right,close,0.7693286555911776,0.8281736775065928,50.0,3.5,7.24,3.69,1.671247647354781,1.623080652394242,5.151280902510121
577,Katrina,7,low,120,row_A2,left,far,0.6432381364215629,0.6897979358010135,21.3,2.26,4.4,1.24,0.8398881704674066,1.2543847979536848,3.3898418777037
578,Katrina,8,low,120,row_C4,center,close,0.6944227683748759,0.7801206528871132,16.9,1.26,3.49,0.87,0.6459435905100075,0.8495279738135442,2.7793331550412828
579,Katrina,9,low,120,row_B1,left,middle,0.5847673707933485,0.6581883675101713,0.0,3.94,3.94,3.88,1.717689405143863,1.7320173046989673,3.0847504586030308
580,Katrina,10,low,120,row_B2,left,middle,0.5644791790816279,0.6708559212413839,20.3,1.95,4.23,1.0,0.7177346253629313,1.1424886813500068,3.2778777528640384
581,Katrina,11,low,120,row_C3,center,close,0.4866347213373491,0.6261446694986673,18.9,1.67,3.94,1.23,0.8350391854218109,1.0319205670646547,3.0847504586030308
582,Katrina,12,low,120,row_B3,center,middle,0.4917112699659422,0.7181708515700869,49.2,1.12,8.04,0.34,0.29699447788218647,0.7803679964745025,5.617951101403822
583,Katrina,13,low,120,row_C5,right,close,0.7629261947478025,0.8737961864600643,24.3,2.86,4.77,1.86,1.1080187284666732,1.4461314850183515,3.630538922249545
584,Katrina,14,low,120,row_B5,right,middle,0.6513248289814483,0.7210242942486719,22.1,3.16,4.71,2.48,1.3281221779115815,1.5321247843556507,3.591775340840581
585,Katrina,15,low,120,row_B6,right,middle,0.8345620694752518,0.9829903878884488,26.0,4.73,5.95,4.63,1.8864136431440648,1.9073594015214757,4.373922491983933
586,Katrina,16,low,120,row_A6,right,far,0.8152471324002882,0.8727435431777375,21.1,4.24,5.47,3.62,1.6537097582098648,1.8013890757509077,4.075666239069537
587,Katrina,17,low,120,row_C2,left,close,0.6356419839765123,0.6490030579584881,44.4,2.34,7.03,1.93,1.134911305486308,1.2817025920682235,5.026934371497887
588,Katrina,18,low,120,row_B4,center,middle,0.4044984145768696,0.4792151196095515,61.8,1.87,8.49,1.65,1.0236289684174493,1.1118965535303782,5.875888609930699
589,Katrina,19,low,120,row_C1,left,close,0.6159020256205902,0.6464934097610477,0.0,3.54,3.54,3.2,1.5431656766005775,1.6333711842957688,2.813634113787789
590,Katrina,20,low,120,row_A4,center,far,0.4537101513095183,0.6900080924215374,63.6,1.68,10.21,1.12,0.7803679964745025,1.0360454252768814,6.835178566386083
591,Katrina,21,low,120,row_A5,right,far,0.6245208097451648,0.6972362932993167,0.0,2.54,2.54,2.09,1.19427181170775,1.3475035218121256,2.1077182510695196
592,Katrina,22,low,120,row_A3,center,far,0.3002970638077477,0.4199440461841221,0.0,1.91,1.91,1.08,0.7598528863231135,1.1272872353823438,1.6373644922921564
593,Katrina,23,low,120,row_A1,left,far,0.6236598660196091,0.6631588099074106,0.0,3.96,3.96,3.54,1.6333711842957688,1.7367584779091616,3.098158915129508
594,Katrina,24,low,120,row_C6,right,close,0.5618883719027621,0.6351957338413169,26.7,3.37,5.11,3.59,1.6461202104735873,1.58905819491852,3.8483353930296693
595,Katrina,25,low,120,row_A2,left,far,0.4994437146864855,0.5289651938962477,41.8,2.92,7.13,2.59,1.3634301011916694,1.4638001595560257,5.086247116810625
596,Katrina,26,low,120,row_C4,center,close,0.6614739123677692,0.7976120486209609,35.2,1.61,6.18,1.08,0.7598528863231135,1.006875413421462,4.514999353056301
597,Katrina,27,low,120,row_B1,left,middle,0.6620023294537111,0.7216855052044184,21.9,4.84,7.04,5.03,1.9682797293682786,1.9300231032814086,5.032873921441079
598,Katrina,28,low,120,row_B2,left,middle,0.8590702322616913,0.8537483666000009,0.0,1.76,1.76,1.14,0.7904952359741557,1.068554510089963,1.5217615659902606
599,Katrina,29,low,120,row_C3,center,close,0.5424555925329461,0.6135152335437365,0.0,1.54,1.54,0.78,0.593561696111744,0.9769926058064948,1.3493167237488943
600,Katrina,30,low,120,row_B3,center,middle,0.5065257680075425,0.5722648074293287,37.0,1.36,5.93,0.6,0.4812238946895775,0.8966048046108566,4.361600237464599
601,Katrina,31,low,120,row_C5,right,close,0.6991043945586907,0.7625531696567619,0.0,2.82,2.82,2.14,1.2122549602304722,1.4342145314555421,2.309893892723713
602,Katrina,32,low,120,row_B5,right,middle,0.7295910545964412,0.699132778871004,0.0,3.02,3.02,2.44,1.315033504297265,1.492714159663453,2.4520361481465027
603,Katrina,33,low,120,row_B6,right,middle,1.1743070871222936,1.2905716726461822,0.0,5.08,5.08,4.62,1.884300690207945,1.9781668397244312,3.8292422263346295
604,Katrina,34,low,120,row_A6,right,far,0.9226102671614308,1.048308530010342,23.2,3.88,5.11,3.49,1.6204951590347183,1.717689405143863,3.8483353930296693
605,Katrina,35,low,120,row_C2,left,close,0.573637971146475,0.6083973751108265,0.0,2.32,2.32,2.12,1.2050928441551645,1.274928808726321,1.9460508626676478
606,Katrina,36,low,120,row_B4,center,middle,0.571444904337802,0.6173286789205198,37.2,2.09,6.35,1.97,1.1500199626364438,1.19427181170775,4.618547686420885
607,Katrina,37,low,120,row_C1,left,close,0.8082791686893271,0.9061996046233478,0.0,3.44,3.44,3.03,1.4955698485721225,1.6074894340053825,2.744936568373785
608,Katrina,38,low,120,row_A4,center,far,0.4113338778686267,0.5550230903406532,63.6,1.73,10.41,1.28,0.8590913034630465,1.0564642167837945,6.944238721939069
609,Katrina,39,low,120,row_A5,right,far,0.5157577334543553,0.6506892202085273,20.0,2.29,3.93,1.83,1.0963115927823641,1.2646989535165942,3.078041142805274
610,Katrina,40,low,120,row_A3,center,far,0.5774244308511126,0.6375088902317615,44.1,1.86,8.38,1.04,0.7389795841449387,1.1080187284666732,5.813124990889656
611,Katrina,41,low,120,row_A1,left,far,0.9020076000760736,0.9695517938965682,21.1,4.73,6.82,4.45,1.8478528119788251,1.9073594015214757,4.901772096655069
612,Katrina,42,low,120,row_C6,right,close,1.1915180534353411,1.3637427174347498,0.0,3.75,3.75,3.16,1.5321247843556507,1.6860936130231474,2.956682981768324
613,Katrina,43,low,120,row_A2,left,far,0.480444477261834,0.5903681537786465,59.1,2.59,9.08,1.71,1.0483374152287972,1.3634301011916694,6.209493470533567
614,Katrina,44,low,120,row_C4,center,close,0.6181615454064595,0.6550521443283395,0.0,1.02,1.02,0.6,0.4812238946895775,0.7284044334404993,0.9258541003417756
615,Katrina,45,low,120,row_B1,left,middle,0.6041509861381215,0.6849102124868202,0.0,3.57,3.57,2.92,1.4638001595560257,1.641035670622828,2.8341693359035705
616,Katrina,46,low,120,row_B2,left,middle,0.5296684090455298,0.6371948909336058,35.2,1.72,6.36,0.82,0.6171300916569122,1.0524075385601739,4.624620002103003
617,Katrina,47,low,120,row_C3,center,close,0.4617700162013132,0.5194931598403654,0.0,1.16,1.16,0.2,0.1839937614702425,0.8005376485438132,1.0422980285097543
618,Katrina,48,low,120,row_B3,center,middle,0.4051295994751782,0.5036376513897474,0.0,1.27,1.27,0.58,0.4680480799488107,0.8543191177415732,1.1324682635672214
619,Katrina,49,low,120,row_C5,right,close,0.7818737377666929,0.8334441140472795,0.0,2.54,2.54,2.22,1.240498892673112,1.3475035218121256,2.1077182510695196
620,Katrina,50,low,120,row_B5,right,middle,0.616113420678746,0.6744356160145415,23.9,2.91,4.59,2.66,1.385395159938556,1.4608723581694205,3.5139409223569475
622,Katrina,52,low,120,row_A6,right,far,0.5864417762812582,0.6487629598276684,49.4,3.91,6.95,3.71,1.6762152000624453,1.7248730522637445,4.979351148071597
623,Katrina,53,low,120,row_C2,left,close,0.5863432475839379,0.5911965587404974,20.8,2.28,4.45,1.47,0.9463592025648704,1.2612703406527404,3.422603888497425
624,Katrina,54,low,120,row_B4,center,middle,0.5708071321184773,0.6153315928124816,20.3,2.04,4.13,1.57,0.9898891605757609,1.1760248395950734,3.2115920802351634
625,Katrina,55,low,120,row_C1,left,close,0.5928754822786927,0.6746538774163867,0.0,3.13,3.13,2.96,1.4754445452232101,1.5237812358658864,2.52945824025138
626,Katrina,56,low,120,row_A4,center,far,0.40630861363057136,0.5332425897042579,35.8,1.98,6.52,1.64,1.0194620275875477,1.153768502007011,4.72149893893851
627,Katrina,57,low,120,row_A5,right,far,0.5481911267463353,0.6079507865306684,0.0,2.49,2.49,2.23,1.2439848619118399,1.3313731837586151,2.0712016946294898
628,Katrina,58,low,120,row_A3,center,far,0.3753704669123845,0.5197093462162736,66.8,2.04,10.79,1.23,0.8350391854218109,1.1760248395950734,7.150147645517762
629,Katrina,59,low,120,row_A1,left,far,0.5512532008006721,0.7258976498411345,0.0,5.11,5.11,5.62,2.08052473618233,1.9840640371248819,3.8483353930296693
630,Katrina,60,low,120,row_C6,right,close,0.6844153618234111,0.7138300994709219,26.4,3.31,5.13,4.35,1.8259320206363738,1.5730472704741483,3.861051149462521
631,Katrina,61,low,120,row_A2,left,far,0.6213329529212209,0.630613707834302,44.8,2.61,6.9,2.01,1.16494658205619,1.3697448881013807,4.949550863471996
632,Katrina,62,low,120,row_C4,center,close,0.6021321385400953,0.7064382308982999,18.7,1.06,3.37,0.39,0.33478580494787247,0.7494618330019409,2.696618118854055
633,Katrina,63,low,120,row_B1,left,middle,0.8222802159417806,0.8799853953894257,0.0,3.96,3.96,3.9,1.7224829030287236,1.7367584779091616,3.098158915129508
634,Katrina,64,low,120,row_B2,left,middle,0.3612882643776216,0.4363488289270127,41.8,2.2,6.77,1.4,0.9149342561789697,1.2334976252295826,4.871848333606632
635,Katrina,65,low,120,row_C3,center,close,0.5552816054970545,0.6558933304594513,55.2,1.56,9.08,1.14,0.7904952359741557,0.9856054330611785,6.209493470533567
636,Katrina,66,low,120,row_B3,center,middle,0.4141463898559473,0.4957441197338338,33.4,1.1,5.8,0.42,0.35687737952794674,0.7701544030436325,4.281287349158834
637,Katrina,67,low,120,row_C5,right,close,0.6738034486258181,0.7648819957292317,20.8,2.57,4.57,1.98,1.153768502007011,1.3570835726510322,3.5009280994765177
638,Katrina,68,low,120,row_B5,right,middle,0.7865813557995666,0.7823541134002454,0.0,2.88,2.88,2.55,1.350704963756626,1.4520483403876794,2.352727775268163
639,Katrina,69,low,120,row_B6,right,middle,0.8466903749000427,1.091033280455613,0.0,5.41,5.41,6.81,2.281887171581327,2.041644537990921,4.038001906632025
640,Katrina,70,low,120,row_A6,right,far,0.6715038804238067,0.7162848262651866,0.0,3.83,3.83,3.63,1.6562297526424152,1.7056278591989016,3.010759371085443
641,Katrina,71,low,120,row_C2,left,close,0.5838096425271448,0.556317882003412,20.8,2.55,4.7,2.13,1.2086790506879685,1.350704963756626,3.585304866710286
642,Pete,0,low,120,row_B6,right,middle,2.0273366442673546,2.1583505498937843,58.3,2.9,4.74,1.62,1.0110853536376685,1.4579378098253093,3.611169793927827
643,Pete,1,low,120,row_B2,left,middle,1.3500037390101165,1.5251206443577427,50.0,2.6,7.34,1.74,1.0605075433200173,1.3665914413936475,5.210214396545587
644,Pete,2,low,120,row_C3,center,close,1.2057457530807296,1.6484860437821107,50.0,2.58,7.5,1.77,1.072558332284359,1.360260825666777,5.304142164419981
645,Pete,3,low,120,row_C2,left,close,1.749237662926337,2.045096237875785,66.6,3.8,11.97,3.61,1.6511848499070014,1.6983368811009347,7.779296282542521
646,Pete,4,low,120,row_A1,left,far,2.1074766284834463,2.479167106443916,53.4,3.67,8.74,3.0,1.486983549970351,1.6662609926961491,6.017861855220183
647,Pete,5,low,120,row_A3,center,far,0.8599171179266923,1.047133468763351,66.6,2.44,6.83,1.81,1.088444625307663,1.315033504297265,4.907751101738739
648,Pete,6,low,120,row_C5,right,close,1.4457638121821863,1.6408963431442258,43.6,2.38,6.12,1.23,0.8350391854218109,1.2951413467806505,4.478307035950965
649,Pete,7,low,120,row_B3,center,middle,1.1872552252654216,1.5525775263146542,34.4,1.91,6.19,1.72,1.0524075385601739,1.1272872353823438,4.5211072727426
650,Pete,8,low,120,row_A4,center,far,0.916075262251564,1.013782524878991,62.4,2.17,8.23,1.3,0.8685794289921267,1.222921526239651,5.727240719772582
651,Pete,9,low,120,row_C1,left,close,2.3680383621258034,2.6920927113000253,54.6,3.65,9.59,3.1,1.5153829617873171,1.6612550803522241,6.4939437265431
652,Pete,10,low,120,row_C6,right,close,2.85372070694906,3.0976992551477784,54.6,4.29,7.6,4.09,1.767163239645777,1.812601880431084,5.362622417697697
653,Pete,11,low,120,row_B4,center,middle,1.7896192171150291,1.9983399161231563,48.8,2.83,6.65,1.16,0.8005376485438132,1.4372042610881475,4.799833987534
654,Pete,12,low,120,row_A2,left,far,1.2359278677564982,1.5497772166659023,47.0,3.65,8.05,3.03,1.4955698485721225,1.6612550803522241,5.623717409777641
655,Pete,13,low,120,row_B5,right,middle,0.6038769097196907,0.5712507431537728,0.0,3.34,3.34,1.71,1.0483374152287972,1.5810776346869804,2.6758510844096963
656,Pete,14,low,120,row_A5,right,far,1.454132916062394,1.682868150724296,57.0,3.24,8.52,2.04,1.1760248395950734,1.55411233499692,5.892974329768024
657,Pete,15,low,120,row_A6,right,far,1.9889274233260128,2.3197511600733702,40.6,3.98,6.54,3.11,1.5181885138887252,1.7414824763640713,4.733572386258776
658,Pete,16,low,120,row_B1,left,middle,1.7924492763848332,2.202314977468236,21.1,3.74,6.21,2.53,1.344293930237419,1.6836310489319861,4.533316745640893
659,Pete,17,low,120,row_C4,center,close,1.3952987955041916,1.8157163491528696,63.3,2.47,9.32,1.78,1.076549166739913,1.3248627533924862,6.343789857757038
660,Pete,18,low,120,row_B6,right,middle,2.3290769047056035,2.7287105769541102,43.4,3.46,6.47,2.58,1.360260825666777,1.6127074644759531,4.691280129728914
661,Pete,19,low,120,row_B2,left,middle,1.124263384825117,1.5043033996350017,46.8,3.77,8.44,2.22,1.240498892673112,1.6910047752996893,5.847382365314213
662,Pete,20,low,120,row_C3,center,close,1.186122219889967,1.5281379977041896,40.6,2.33,7.18,1.2,0.8203738981834285,1.2783202772850988,5.115835022489002
663,Pete,21,low,120,row_C2,left,close,1.4828975150694024,1.8747195713742613,40.0,4.02,8.92,3.89,1.7200883596850858,1.7508794707592612,6.119518558580719
664,Pete,22,low,120,row_A1,left,far,1.8616253417578357,2.0204770668319023,60.0,4.03,11.8,2.61,1.3697448881013807,1.7532181877083008,7.689568114692815
665,Pete,23,low,120,row_A3,center,far,0.8343685069170406,1.1393895835985897,50.1,2.32,8.92,1.64,1.0194620275875477,1.274928808726321,6.119518558580719
666,Pete,24,low,120,row_C5,right,close,1.4813660916843614,1.8133549008012135,42.2,2.68,6.54,1.26,0.8495279738135442,1.3916014412483912,4.733572386258776
667,Pete,25,low,120,row_B3,center,middle,1.0094698864453338,1.4665338184315642,65.6,2.07,11.25,1.31,0.8732956782042334,1.1870051380690438,7.397200569139197
668,Pete,26,low,120,row_A4,center,far,0.7561727591445777,0.9791566413465748,53.7,1.8,8.01,0.95,0.690633991544003,1.08449222600272,5.600642598129705
669,Pete,27,low,120,row_C1,left,close,2.234771350083216,2.590442353441704,42.8,3.37,8.91,2.7,1.3977774396531384,1.58905819491852,6.113883131610431
670,Pete,28,low,120,row_C6,right,close,2.2644510964667184,2.6599222439689503,45.6,3.2,6.79,2.07,1.1870051380690438,1.5431656766005775,4.883823598637357
671,Pete,29,low,120,row_B4,center,middle,1.4696513467858703,1.7265078550858777,55.8,2.78,8.91,1.48,0.9507828735885715,1.4221847376612384,6.113883131610431
672,Pete,30,low,120,row_A2,left,far,1.2253152050439808,1.4726202416222591,57.9,3.26,10.11,2.31,1.2715281339346007,1.5595508539186786,6.780466337775436
673,Pete,31,low,120,row_B5,right,middle,2.5178525608366984,3.412772791651524,37.2,2.96,6.38,1.81,1.088444625307663,1.4754445452232101,4.636758450191344
674,Pete,32,low,120,row_A5,right,far,1.4450076995342236,1.8859854408229544,38.0,2.93,6.34,1.68,1.0360454252768814,1.4667212466497759,4.612473304973251
675,Pete,33,low,120,row_A6,right,far,2.0730210663434048,2.4270658212503045,40.0,3.71,6.41,2.52,1.3410761451115571,1.6762152000624453,4.654950716431486
676,Pete,34,low,120,row_B1,left,middle,1.7055365288981963,2.0280941743253216,42.2,3.8,8.74,2.52,1.3410761451115571,1.6983368811009347,6.017861855220183
677,Pete,35,low,120,row_C4,center,close,1.43264305343079,1.6263779416873507,38.0,2.38,6.65,1.34,0.8873349876045844,1.2951413467806505,4.799833987534
678,Pete,36,low,120,row_B6,right,middle,2.665842546596839,3.1225391761553536,42.2,3.96,6.48,2.49,1.3313731837586151,1.7367584779091616,4.697327926807408
679,Pete,37,low,120,row_B2,left,middle,1.9808208117199608,2.2260102725338067,25.4,2.89,5.14,1.73,1.0564642167837945,1.4549964816158734,3.867405137213296
680,Pete,38,low,120,row_C3,center,close,1.5507380315089296,1.9999183798111182,58.8,2.4,9.72,1.28,0.8590913034630465,1.3018071324347935,6.565897873792143
681,Pete,39,low,120,row_C2,left,close,1.4673870199566936,1.7814239618302927,40.6,3.94,9.17,3.93,1.7296402362604058,1.7320173046989673,6.259947307356351
682,Pete,40,low,120,row_A1,left,far,2.2016447150967355,2.7256392225917123,47.0,4.59,9.8,5.19,1.9996634272284908,1.8779414667508743,6.610068873819163
683,Pete,41,low,120,row_A3,center,far,0.8623895106129638,1.2592285144697817,68.1,2.71,9.2,1.67,1.0319205670646547,1.4008541799124696,6.276740413980462
684,Pete,42,low,120,row_C5,right,close,2.0396364565537493,2.1553430693632207,41.4,2.99,6.72,1.16,0.8005376485438132,1.4841085682441468,4.841876391538527
685,Pete,43,low,120,row_B3,center,middle,0.9491072809436556,1.0356683991983784,45.8,3.29,7.67,1.46,0.9419193834360873,1.5676656997135252,5.403457442730453
