Real_X_Pos,Real_Z_Pos,Real_X_SE,Real_Z_SE,Virt_X_Pos,Virt_Z_Pos,Virt_X_SE,Virt_Z_SE,TargetID,PtxID,Height,Tempo
-1.2305275,0.3184425,3.2500000000000004e-05,2e-05,-1.2256924999999999,0.308955,0.000145,0.00021999999999999998,row_B1,Poppy,mid,80
-0.235985,0.3307175,7.75e-05,6e-05,-0.2589125,0.35024750000000004,0.000415,0.00024,row_B6,Poppy,mid,80
-0.4883375,0.3395975,2.25e-05,2.9999999999999997e-05,-0.470125,0.386765,0.0001225,6.500000000000001e-05,row_B5,Katrina,mid,80
-0.651455,0.3712475,0.00013000000000000002,9.5e-05,-0.6634725,0.37900249999999996,0.0002675,0.0001625,row_B4,Katrina,mid,80
-0.8513149999999999,0.36607,0.0001125,0.00013250000000000002,-0.8519175,0.36687,0.0002275,0.0002275,row_B3,Katrina,mid,80
-1.0467024999999999,0.36702750000000006,0.00035999999999999997,0.00011749999999999998,-1.0353050000000001,0.3569675,0.0004925,0.00023249999999999999,row_B2,Katrina,mid,80
-1.2524875,0.368165,8e-05,0.00019,-1.2294775,0.34791249999999996,0.0001825,0.00025,row_B1,Katrina,mid,80
-0.25436000000000003,0.3700425,5.25e-05,7.000000000000001e-05,-0.3121475,0.39795749999999996,0.00042750000000000004,0.000165,row_B6,Katrina,mid,80
,,,,,,,,row_B5,Max,mid,80
,,,,,,,,row_B4,Max,mid,80
,,,,,,,,row_B3,Max,mid,80
,,,,,,,,row_B2,Max,mid,80
,,,,,,,,row_B1,Max,mid,80
,,,,,,,,row_B6,Max,mid,80
-0.44760000000000005,0.3587625,0.00035,8.750000000000001e-05,-0.472695,0.35757,0.0005775,8e-05,row_B5,Pete,mid,80
-0.6486425,0.35633,2.5e-05,4.25e-05,-0.6599075,0.36148749999999996,0.00010250000000000001,0.000125,row_B4,Pete,mid,80
-0.8527325,0.3493625,3.2500000000000004e-05,2.25e-05,-0.8538475000000001,0.35839999999999994,0.000105,0.00012000000000000002,row_B3,Pete,mid,80
