index,Tempo,Ptx,Joint,AngVelErr_NoLag
20,160,0,Medial-Proximal,1.605
21,160,0,Medial-Proximal,1.603
22,160,0,Medial-Proximal,1.598
23,160,0,Medial-Proximal,1.589
24,160,0,Medial-Proximal,1.577
25,160,0,Medial-Proximal,1.562
26,160,0,Medial-Proximal,1.545
27,160,0,Medial-Proximal,1.526
28,160,0,Medial-Proximal,1.504
29,160,0,Medial-Proximal,1.481
30,160,0,Medial-Proximal,1.456
31,160,0,Medial-Proximal,1.43
32,160,0,Medial-Proximal,1.402
33,160,0,Medial-Proximal,1.374
34,160,0,Medial-Proximal,1.344
35,160,0,Medial-Proximal,1.314
36,160,0,Medial-Proximal,1.284
37,160,0,Medial-Proximal,1.253
38,160,0,Medial-Proximal,1.214
39,160,0,Medial-Proximal,1.162
40,160,0,Medial-Proximal,1.085
41,160,0,Medial-Proximal,1.026
42,160,0,Medial-Proximal,0.97
43,160,0,Medial-Proximal,0.919
44,160,0,Medial-Proximal,0.883
45,160,0,Medial-Proximal,0.862
46,160,0,Medial-Proximal,0.857
47,160,0,Medial-Proximal,0.892
48,160,0,Medial-Proximal,0.942
49,160,0,Medial-Proximal,0.996
50,160,1,Medial-Proximal,1.044
51,160,1,Medial-Proximal,1.071
52,160,1,Medial-Proximal,1.073
53,160,1,Medial-Proximal,1.049
54,160,1,Medial-Proximal,1.001
55,160,1,Medial-Proximal,0.966
56,160,1,Medial-Proximal,0.937
57,160,1,Medial-Proximal,0.908
58,160,1,Medial-Proximal,0.879
59,160,1,Medial-Proximal,0.845
60,160,1,Medial-Proximal,0.824
61,160,1,Medial-Proximal,0.832
62,160,1,Medial-Proximal,0.868
63,160,1,Medial-Proximal,0.876
64,160,1,Medial-Proximal,0.887
65,160,1,Medial-Proximal,0.9
66,160,1,Medial-Proximal,0.916
67,160,1,Medial-Proximal,0.934
68,160,1,Medial-Proximal,0.955
69,160,1,Medial-Proximal,0.977
70,160,1,Medial-Proximal,1.001
71,160,1,Medial-Proximal,1.027
72,160,1,Medial-Proximal,1.055
73,160,1,Medial-Proximal,1.083
74,160,1,Medial-Proximal,1.112
75,160,1,Medial-Proximal,1.142
76,160,1,Medial-Proximal,1.172
77,160,1,Medial-Proximal,1.201
78,160,1,Medial-Proximal,1.23
79,160,1,Medial-Proximal,1.259
80,160,1,Medial-Proximal,1.285
81,160,1,Medial-Proximal,1.31
82,160,1,Medial-Proximal,1.333
83,160,1,Medial-Proximal,1.353
84,160,1,Medial-Proximal,1.369
85,160,1,Medial-Proximal,1.382
86,160,1,Medial-Proximal,1.391
87,160,1,Medial-Proximal,1.394
88,160,1,Medial-Proximal,1.392
89,160,1,Medial-Proximal,1.384
90,160,1,Medial-Proximal,1.369
91,160,1,Medial-Proximal,1.347
92,160,1,Medial-Proximal,1.316
93,160,1,Medial-Proximal,1.277
94,160,1,Medial-Proximal,1.228
95,160,1,Medial-Proximal,1.168
96,160,1,Medial-Proximal,1.098
97,160,1,Medial-Proximal,1.016
98,160,1,Medial-Proximal,0.921
99,160,1,Medial-Proximal,0.812
0,160,0,Proximal-Metacapal,1.356
1,160,0,Proximal-Metacapal,1.202
2,160,0,Proximal-Metacapal,1.075
3,160,0,Proximal-Metacapal,0.973
4,160,0,Proximal-Metacapal,0.893
5,160,0,Proximal-Metacapal,0.835
6,160,0,Proximal-Metacapal,0.796
7,160,0,Proximal-Metacapal,0.774
8,160,0,Proximal-Metacapal,0.769
9,160,0,Proximal-Metacapal,0.777
10,160,0,Proximal-Metacapal,0.798
11,160,0,Proximal-Metacapal,0.83
12,160,0,Proximal-Metacapal,0.872
13,160,0,Proximal-Metacapal,0.922
14,160,0,Proximal-Metacapal,0.979
15,160,0,Proximal-Metacapal,1.042
16,160,0,Proximal-Metacapal,1.109
17,160,0,Proximal-Metacapal,1.18
18,160,0,Proximal-Metacapal,1.253
19,160,0,Proximal-Metacapal,1.327
20,160,0,Proximal-Metacapal,1.401
21,160,0,Proximal-Metacapal,1.475
22,160,0,Proximal-Metacapal,1.548
23,160,0,Proximal-Metacapal,1.618
24,160,0,Proximal-Metacapal,1.685
25,160,0,Proximal-Metacapal,1.748
26,160,0,Proximal-Metacapal,1.807
27,160,0,Proximal-Metacapal,1.862
28,160,0,Proximal-Metacapal,1.911
29,160,0,Proximal-Metacapal,1.954
30,160,0,Proximal-Metacapal,1.991
31,160,0,Proximal-Metacapal,2.022
32,160,0,Proximal-Metacapal,2.047
33,160,0,Proximal-Metacapal,2.064
34,160,0,Proximal-Metacapal,2.074
35,160,0,Proximal-Metacapal,2.078
36,160,0,Proximal-Metacapal,2.074
37,160,0,Proximal-Metacapal,2.064
38,160,0,Proximal-Metacapal,2.065
39,160,0,Proximal-Metacapal,2.054
40,160,0,Proximal-Metacapal,2.022
41,160,0,Proximal-Metacapal,1.973
42,160,0,Proximal-Metacapal,1.906
43,160,0,Proximal-Metacapal,1.826
44,160,0,Proximal-Metacapal,1.753
45,160,0,Proximal-Metacapal,1.684
46,160,0,Proximal-Metacapal,1.615
47,160,0,Proximal-Metacapal,1.546
48,160,0,Proximal-Metacapal,1.498
49,160,0,Proximal-Metacapal,1.474
50,160,1,Proximal-Metacapal,1.476
51,160,1,Proximal-Metacapal,1.486
52,160,1,Proximal-Metacapal,1.499
53,160,1,Proximal-Metacapal,1.508
54,160,1,Proximal-Metacapal,1.502
55,160,1,Proximal-Metacapal,1.468
56,160,1,Proximal-Metacapal,1.403
57,160,1,Proximal-Metacapal,1.31
58,160,1,Proximal-Metacapal,1.201
59,160,1,Proximal-Metacapal,1.1
60,160,1,Proximal-Metacapal,1.029
61,160,1,Proximal-Metacapal,0.974
62,160,1,Proximal-Metacapal,0.93
63,160,1,Proximal-Metacapal,0.913
64,160,1,Proximal-Metacapal,0.903
65,160,1,Proximal-Metacapal,0.902
66,160,1,Proximal-Metacapal,0.908
67,160,1,Proximal-Metacapal,0.922
68,160,1,Proximal-Metacapal,0.944
69,160,1,Proximal-Metacapal,0.973
70,160,1,Proximal-Metacapal,1.009
71,160,1,Proximal-Metacapal,1.051
72,160,1,Proximal-Metacapal,1.1
73,160,1,Proximal-Metacapal,1.155
74,160,1,Proximal-Metacapal,1.216
75,160,1,Proximal-Metacapal,1.28
76,160,1,Proximal-Metacapal,1.349
77,160,1,Proximal-Metacapal,1.422
78,160,1,Proximal-Metacapal,1.496
79,160,1,Proximal-Metacapal,1.573
80,160,1,Proximal-Metacapal,1.649
81,160,1,Proximal-Metacapal,1.726
82,160,1,Proximal-Metacapal,1.801
83,160,1,Proximal-Metacapal,1.873
84,160,1,Proximal-Metacapal,1.942
85,160,1,Proximal-Metacapal,2.005
86,160,1,Proximal-Metacapal,2.062
87,160,1,Proximal-Metacapal,2.111
88,160,1,Proximal-Metacapal,2.15
89,160,1,Proximal-Metacapal,2.179
90,160,1,Proximal-Metacapal,2.195
91,160,1,Proximal-Metacapal,2.196
92,160,1,Proximal-Metacapal,2.182
93,160,1,Proximal-Metacapal,2.15
94,160,1,Proximal-Metacapal,2.098
95,160,1,Proximal-Metacapal,2.024
96,160,1,Proximal-Metacapal,1.926
97,160,1,Proximal-Metacapal,1.803
98,160,1,Proximal-Metacapal,1.651
99,160,1,Proximal-Metacapal,1.469
